id,gender,forename,surname,birth_date,death_date,father.forename,father.surname,mother.forename,mother.surname,floruit,study.colleges,arrival,study.degrees.years,degrees,birth_location.country,birth_location.county,birth_location.latitude,birth_location.longitude,birth_location.official_name,birth_location.original_name,references
idp1410203500,M,David,Simpson,1833-05-20,02/04/1911,Kerr,Simpson,Margaret,Angus,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1859"",""to"":null}]","[{""name"":""United College"",""from"":""1849"",""to"":""1853""}]",1849,"[{""name"":""M.A."",""date"":""1853-04-30""}]",M.A.,DE,null,52.3356762,12.9861248,Schwielowsee,Caputh,"[""UYUC400:7.11.1849"",""UYUY674 George Simpson"",""Census 1851 St Andrews"",""D. Marshall, Notebook (in ms37049)"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 931"",""Deaths Reg. Little Dunkeld 1911/18""]"
idp1420229012,M,Daniel,Wright,1833-12-18,14/01/1902,Alexander,Wright,Johanna Cristina,Overbeck,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1858"",""to"":null}]","[{""name"":""United College"",""from"":""1849"",""to"":""1853""}]",1849,"[{""name"":""M.A."",""date"":""1853-04-30""}]",M.A.,null,null,null,null,null,null,"[""UYUC400:7.11.1849"",""St Andrews births - end of 1803 - 19 vol."",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1786"",""Monumental inscription St Andrews Cathedral burial ground""]"
idp1368257372,M,Dugald Cameron,Boyd,1832-08-26,1898-12-03,William,Boyd,Agnes,Cameron,"[{""occupation"":""Free Church minister"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1877"",""to"":null},{""occupation"":""Free Church minister"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1877"",""to"":null}]","[{""name"":""United College"",""from"":""1851"",""to"":""1855""}]",1851,"[{""name"":""M.A."",""date"":""1855-04-26""}]",M.A.,GB,Glasgow City,55.864237,-4.251806,Glasgow,Glasgow,"[""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (1914)"",""Deaths Reg. Dalry 1898/159""]"
idp1394395140,M,John,MacGregor,1841-08-01,1881-06-22,John,MacGregor,Janet,MacGregor,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1868"",""to"":null}]","[{""name"":""United College"",""from"":""1860"",""to"":""1864""}]",1860,"[{""name"":""M.A."",""date"":""1865-04-25""}]",M.A.,GB,Perth and Kinross,56.700752,-4.189655,Kinloch Rannoch,"Kinloch Rannoch, UK","[""UYUC310"",""UYUC400:25.4.1864"",""Census 1861 St Andrews"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 1937"",""Deaths Reg. Kinloch Rannoch 1881/7"",""Monumental inscription, Lassintullich, Fortingall""]"
idp1414516956,M,Alexander,Thom,1853-08-27,16/01/1906,Alexander,Thom,Jane,Ramsay,"[{""occupation"":""Surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1877"",""to"":""1878""}]","[{""name"":""United College"",""from"":""1869"",""to"":""1873""}]",1869,"[{""name"":""M.A."",""date"":""1873-04-30""}]",M.A.,GB,Perth and Kinross,56.37655,-3.841994,Crieff,Crieff,"[""UYUC400:18.11.1869, 23.4.1872"",""UYUC560:1869(2)"",""UYUY452/19/240"",""UYUY674"",""UYUY7Sec1a:1869"",""M310/1 p153"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 2097"",""Med. Dir."",""Deaths Reg. Morningside, Edinburgh 1906/59""]"
idp1378130156,M,James Arthur,Duthie,1859,10/03/1926,null,null,Sarah Anne,Lea,"[{""occupation"":""Teacher"",""location"":{""original_name"":""Travancore [India]"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1912"",""to"":null}]","[{""name"":""United College"",""from"":""1876"",""to"":""1880""}]",1876,"[{""name"":""M.A."",""date"":""1880-04-29""}]",M.A.,IN,TVM,8.5241391,76.9366376,TVM,"Thiruvananthapuram, India","[""UYUC400:1 & 9.11.1876"",""St Andrews Citizen 13.3.1926 p4"",""Deaths reg St Andrews 1926/24""]"
idp1400651052,M,Cameron,Morrison,1862-04-27,16/12/1928,Charles,Morrison,Jane,Green,"[{""occupation"":""Tutor and guardian"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1920"",""to"":null},{""occupation"":""Lecturer in Political Economy"",""location"":{""original_name"":""St Andrews University"",""official_name"":""St Andrews"",""county"":""Fife"",""country"":""GB"",""latitude"":56.3417136,""longitude"":-2.7942674},""from"":""1920"",""to"":""1928""}]","[{""name"":""United College"",""from"":""1878"",""to"":""1883""}]",1878,"[{""name"":""M.A."",""date"":""1885-04-24""}]",M.A.,IN,null,20.593684,78.96288,null,India,"[""UYUC400:1 & 7.11.1878"",""UYUY452/20/435-6"",""After Many Days Club Report"",""Alumnus Chronicle 4 p8"",""Monumental inscription St Andrews Cathedral burial ground)"",""Obituary""]"
idp1409273548,M,William,Scott,1866-11-24,24/08/1936,William,Scott,Elizabeth,Houston,"[{""occupation"":null,""location"":{""original_name"":""Stirling presbytery"",""official_name"":""Stirling"",""county"":""Stirling"",""country"":""GB"",""latitude"":56.1165227,""longitude"":-3.9369029},""from"":""1891"",""to"":null},{""occupation"":""Missionary"",""location"":{""original_name"":""Punjab"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":31.1471305,""longitude"":75.34121789999999},""from"":""1891"",""to"":""1926""},{""occupation"":""Minister"",""location"":{""original_name"":""Robertson Memorial Church, Edinburgh"",""official_name"":""Edinburgh"",""county"":""Edinburgh"",""country"":""GB"",""latitude"":55.953252,""longitude"":-3.188267},""from"":""1926"",""to"":""1927""},{""occupation"":""Missionary"",""location"":{""original_name"":""Punjab"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":31.1471305,""longitude"":75.34121789999999},""from"":""1926"",""to"":""1936""}]","[{""name"":""United College"",""from"":""1883"",""to"":""1887""},{""name"":""St Maryâ€™s College"",""from"":""1886"",""to"":""1887""}]",1883,"[{""name"":""M.A."",""date"":""1888-04-18""}]",M.A.,GB,Clackmannanshire,56.163937,-3.677553,Dollar,Dollar,"[""UYUC400:30.10.1883"",""Fasti ecclesiae scoticanae"",""Letter 20.8.1980"",""Deaths Reg. Newington 1936/497""]"
idp1409320412,M,John Cockburn,Scrimgeour,1867-07-11,08/08/1925,John,Scrimgeour,Esther,Mair,"[{""occupation"":""Minister"",""location"":{""original_name"":""Calcutta"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1896"",""to"":null},{""occupation"":""Professor of English Language and Literature"",""location"":{""original_name"":""Duff College, Calcutta"",""official_name"":""Kolkata"",""county"":""Kolkata"",""country"":""IN"",""latitude"":22.592845,""longitude"":88.35590959999999},""from"":""1896"",""to"":""1925-08-08""}]","[{""name"":""United College"",""from"":""1884"",""to"":""1889""},{""name"":""St Maryâ€™s College"",""from"":""1888"",""to"":""1889""}]",1884,"[{""name"":""M.A."",""date"":""1889-04-18""},{""name"":""D.D."",""date"":""1923-07-06""}]",M.A.,GB,Dundee City Council,56.462018,-2.970721,Dundee,Dundee,"[""UYUY452/20/570"",""J.A. Lamb ed. Fasti of the United Free Church of Scotland 1900-1929"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (1914)"",""Births Reg. Dundee 2 Dist. 1867/1137""]"
idp1396251116,M,John Macleod Hendrie,Mâ€™Leod,1870-09-04,10/12/1954,John Balmain,Mâ€™Leod,Catherine,Hendrie,"[{""occupation"":""Surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1895"",""to"":null}]","[{""name"":""United College"",""from"":""1887"",""to"":""1890""},{""name"":""U.C.D."",""from"":""1894"",""to"":""1895""}]",1887,"[{""name"":""M.A."",""date"":""1890-04-17""}]",M.A.,GB,East Ayrshire Council,55.601592,-4.382581,Galston,Galston,"[""UYUC400:1 & 4.11.1887"",""Births Reg. Galston 1870/180"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1547"",""Aberdeen University Review 36 1955-56 p96"",""Alumnus Chronicle 43 p34"",""John Macleod Hendrie Macleod""]"
idp1399085748,M,Alexander,Miller,1876,1940-2-00,null,null,null,null,"[{""occupation"":""Vice - Principal"",""location"":{""original_name"":""Government College, Ajmere, India"",""official_name"":""Ajmer"",""county"":""Ajmer"",""country"":""IN"",""latitude"":26.4462046,""longitude"":74.6373378},""from"":""1926"",""to"":null}]","[{""name"":""United College"",""from"":""1892"",""to"":""1898""}]",1892,"[{""name"":""M.A."",""date"":""1899-04-01""}]",M.A.,null,null,null,null,null,null,"[""UYUC400:10.10.1893, 15.10.1894, 8 & 14.10.1895"",""Alumnus Chronicle 27 p10""]"
idp1414338812,M,William Braid,Taylor,1877-02-23,20/03/1958,Robert,Taylor,Agnes,Braid,"[{""occupation"":""Headmaster"",""location"":{""original_name"":""Johnstone Higher Grade School"",""official_name"":""Imphal"",""county"":""Imphal West"",""country"":""IN"",""latitude"":24.807168,""longitude"":93.9376485},""from"":""1930"",""to"":null}]","[{""name"":""United College"",""from"":""1894"",""to"":""1898""}]",1894,"[{""name"":""M.A."",""date"":""1897-03-26""},{""name"":null,""date"":""1900-10-21""}]",M.A.,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""UYUC400:10 & 13.10.1893, 15.10.1894"",""UYUY452/22/109"",""UYUY672"",""Madras College Mag. 19 1908 p27"",""Deaths Reg. Fordoun 1958/5""]"
idp1395613836,M,Alfred William White,Mackie,1877-10-20,1951-10-00,Alexander,Mackie,Bruce Tait,Campbell,"[{""occupation"":""Divisional Revenue Commissioner"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1931"",""to"":""1936""}]","[{""name"":""United College"",""from"":""1894"",""to"":""1898""}]",1894,"[{""name"":""M.A."",""date"":""1899-04-01""}]",M.A.,GB,Dundee City Council,56.462018,-2.970721,Dundee,Dundee,"[""UYUC400:15.10.1894, 8 & 14.10.1895"",""UYUY452/22/218, 303, 384"",""UYUC665"",""UYUY672"",""After Many Days Club Report 1952"",""Alumnus Chronicle 37 p31"",""Births Reg. Dundee St Andrew 1877/1608""]"
L_0405_Lindsay_William.xml,M,William,Lindsay,null,1749-07-27,null,null,null,null,"[{""occupation"":""Surgeonâ€™s mate"",""location"":{""original_name"":""Calcutta"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1738"",""to"":null}]",null,1737,"[{""name"":""M.A."",""date"":""1737-12-30""}]",M.A.,null,null,null,null,null,null,"[""Crawford, IMS B37""]"
idp1405989372,M,David,Reid,1865-09-17,01/03/1933,David,Reid,Annie,Beattie,"[{""occupation"":""Free Church minister"",""location"":{""original_name"":""Calcutta"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1892"",""to"":""1904""},{""occupation"":""Free Church minister"",""location"":{""original_name"":""St Johns U.F., Leith"",""official_name"":""Edinburgh"",""county"":""Edinburgh"",""country"":""GB"",""latitude"":55.97552779999999,""longitude"":-3.1665102},""from"":""1905"",""to"":""1925""},{""occupation"":""Free Church minister"",""location"":{""original_name"":""Calcutta, Wellesley Square"",""official_name"":""Kolkata"",""county"":""Kolkata"",""country"":""IN"",""latitude"":22.5563681,""longitude"":88.3573173},""from"":""1925"",""to"":""1932""}]","[{""name"":""United College"",""from"":""1882"",""to"":""1886""},{""name"":""St Maryâ€™s College"",""from"":""1885"",""to"":""1886""}]",1882,"[{""name"":""M.A."",""date"":""1887-04-20""},{""name"":""B.D."",""date"":""1890-04-17""},{""name"":""D.D."",""date"":""1928-06-28""}]","M.A., B.D., D.D.",null,null,null,null,null,null,"[""UYUC400:31.10. & 7.11.1882, 19.4.1883"",""UYUY452/20/428"",""UYUY672"",""Births Reg. Balmerino 1865/11"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (1914"",""Fasti ecclesiae scoticanae"",""Alumnus Chronicle 13 p.20""]"
idp1407413380,M,Robert,Robertson,1869-04-17,28/04/1949,John Alexander,Robertson,Euphemia,Russell,"[{""occupation"":null,""location"":{""original_name"":""Royal gunpowder factory"",""official_name"":""Waltham Abbey"",""county"":""Essex"",""country"":""GB"",""latitude"":51.6921669,""longitude"":-0.0110064},""from"":""1892"",""to"":""1906""},{""occupation"":null,""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1906"",""to"":""1907""},{""occupation"":""Superintending chemist"",""location"":{""original_name"":""Research Establishment, Woolwich"",""official_name"":""London"",""county"":""Greater London"",""country"":""GB"",""latitude"":51.4894752,""longitude"":0.06758829999999999},""from"":""1907"",""to"":""1921""}]","[{""name"":""United College"",""from"":""1885"",""to"":""1889""}]",1885,"[{""name"":""M.A."",""date"":""1889-04-18""},{""name"":""B.Sc."",""date"":""1890-04-17""},{""name"":""D.Sc."",""date"":""1897-03-26""},{""name"":""LL.D."",""date"":""1925-07-06""}]","M.A., B.Sc., D.Sc., LL.D.",GB,Fife,56.320235,-3.010137,Cupar,Cupar,"[""UYUC400:3 7 5.11.1885, 5.11.1886"",""Fife News Almanac 1937"",""Alumnus Chronicle 32 p21"",""Obit. Notices Royal Society 6 1948 -49539""]"
idp1396897524,M,John [Gibson],Mâ€™Vicar,1800-03-16,1884-12-12,Patrick,Mâ€™Vicar,Agnes,Gibson,"[{""occupation"":""Lecturer in Natural History"",""location"":{""original_name"":""St Andrews University"",""official_name"":""St Andrews"",""county"":""Fife"",""country"":""GB"",""latitude"":56.3417136,""longitude"":-2.7942674},""from"":""1825"",""to"":""1827""},{""occupation"":""Chaplain"",""location"":{""original_name"":""Sri Lanka"",""official_name"":null,""county"":null,""country"":""LK"",""latitude"":7.873053999999999,""longitude"":80.77179699999999},""from"":""1830"",""to"":""1839""},{""occupation"":""Minister"",""location"":{""original_name"":""St Andrews, Colombo"",""official_name"":""Colombo"",""county"":""Colombo"",""country"":""LK"",""latitude"":6.9604856,""longitude"":79.8613231},""from"":""1839"",""to"":""1853""},{""occupation"":""Minister"",""location"":{""original_name"":""Moffat"",""official_name"":""Moffat"",""county"":""Dumfries and Galloway"",""country"":""GB"",""latitude"":55.33520799999999,""longitude"":-3.440337},""from"":""1853"",""to"":""1884-12-12""}]","[{""name"":""United College"",""from"":""1814"",""to"":""1818""}]",1814,"[{""name"":""M.A."",""date"":""1828-03-08""},{""name"":""D.D."",""date"":""1844-08-10""}]","M.A., D.D.",GB,Dundee City Council,56.4611732,-2.9683033,Dundee,"St Paulâ€™s, Dundee","[""UYUC400:7.11.1818"",""Parliamentary Papers, 1837, vol.xxxvi p1 - Evidence...for visiting the Universities of Scotland. Vol 3 p158"",""Fasti ecclesiae scoticanae"",""Macvicar, John Gibson""]"
idp1373644132,M,George,Cook,1812-06-11,1888-02-29,null,null,Diana,Shank,"[{""occupation"":null,""location"":{""original_name"":""St Andrews presbytery"",""official_name"":""St Andrews"",""county"":""Fife"",""country"":""GB"",""latitude"":56.3397753,""longitude"":-2.7967214},""from"":""1836"",""to"":null},{""occupation"":""Chaplain"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1841"",""to"":null},{""occupation"":""Minister"",""location"":{""original_name"":""Bathgate"",""official_name"":""Bathgate"",""county"":""West Lothian"",""country"":""GB"",""latitude"":55.9024,""longitude"":-3.643118},""from"":""1861"",""to"":""1867""},{""occupation"":""Minister"",""location"":{""original_name"":""Borgue"",""official_name"":""Borgue"",""county"":""Dumfries and Galloway"",""country"":""GB"",""latitude"":54.811213,""longitude"":-4.134497},""from"":""1867"",""to"":""1888-02-29""}]","[{""name"":""United College"",""from"":""1826"",""to"":""1830""},{""name"":""St Maryâ€™s College"",""from"":""1830"",""to"":""1834""}]",1826,"[{""name"":""M.A."",""date"":""1841-09-25""},{""name"":""D.D."",""date"":""1872-02-10""}]","M.A., D.D.",GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews University,"[""Fasti ecclesiae scoticanae""]"
idp1385851356,M,James Chalmers,Herdman,1826-01-11,1899-09-11,William,Herdman,Sophia,Walker,"[{""occupation"":""Missionary"",""location"":{""original_name"":""Kolkata, India"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1844"",""to"":""1866""},{""occupation"":""Minister"",""location"":{""original_name"":""Melrose"",""official_name"":""Melrose"",""county"":""Scottish Borders"",""country"":""GB"",""latitude"":55.598676,""longitude"":-2.72191},""from"":""1866"",""to"":""1898""}]","[{""name"":""United College"",""from"":""1838"",""to"":""1845""},{""name"":""St Maryâ€™s College"",""from"":""1842"",""to"":""1845""}]",1838,"[{""name"":""M.A."",""date"":""1842-05-02""},{""name"":""D.D."",""date"":""1865-04-08""}]","M.A., D.D.",GB,Aberdeenshire,57.597001,-1.857817,Rattray,Rattray,"[""UYSM400/4/254, 269, 292"",""UYUY452/16/102"",""UYUY674"",""Fasti ecclesiae scoticanae"",""Fifeshire Journal 9.5.1844""]"
